Additional data collected for market,,,,,,,
meta.instanceID,M-q705_cropShareAg,M-q706_cropSP,M-q707_cropAvgSP,M-q708_marketDistance,O-q801_newMgmtUse,uniqueid ,D-q420_cropSeedAmt
uuid:8d9e75ca-f89a-4e2c-80d4-e61e64e8eb37,0,0,0,2,NutrientManagement VarietyReplacement WeedManagement,266,4.5
uuid:6fec54bb-7fa7-433b-bff9-17c98c02a601,0,0,0,2,NutrientManagement VarietyReplacement WeedManagement,267,20
uuid:0f1a143b-aa9c-490f-901a-dfb1121d706a,40,1200,1050,7,None,268,2.5
uuid:ffab7d71-c40f-478b-a919-26785bfaf6e7,60,1120,1020,7,None,269,2
uuid:8adf12aa-aa0b-4f8d-930c-d01b6aa53395,40,1100,1075,5,VarietyReplacement,270,7
uuid:12f6aa83-93b5-407d-acd2-737070ed6609,20,1050,1075,6,VarietyReplacement,271,5
uuid:340cf15b-8abc-4bb6-9bec-f462f2626413,40,1150,1050,6,None,272,10
uuid:b14b77d6-9447-44cc-8769-1fb0f41e989d,20,1100,1050,6,None,273,5
uuid:fad67f20-b4ff-4201-bac7-658c090ba9c8,30,1000,1050,5,VarietyReplacement,274,6
uuid:ee39797e-4c3b-4963-82f4-a848e40c2c2d,10,950,1100,6,None,275,3.75
uuid:c9a8f38c-76be-4292-a7f2-61400fc1e237,0,1200,1150,5,VarietyReplacement,276,8
uuid:deb181aa-adbb-4d62-aa30-a60743bd89a9,40,1150,1200,6,None,277,22
uuid:32dd3283-8896-472d-89a1-513ea743df86,40,1200,1150,6,None,278,5
uuid:7835ea29-e5bb-411f-a63b-8b66067b792f,30,1150,1100,6,None,279,20
uuid:2d43bbd8-5993-48fc-add4-c4e539cfe299,50,1200,1100,6,None,280,10
uuid:bdedace9-567e-4f0b-9d29-b630e378fec9,30,1500,1450,2,None,281,2
uuid:df26affe-5ebb-4ca1-a6be-020ef8a3dca4,10,1450,1350,2,None,282,1
uuid:09add96a-88a2-46d1-b809-ccfc527dc375,10,1500,1350,2,None,283,2.5
uuid:5bed56f9-ba89-4a7b-8466-a8796e59a666,20,1500,1450,2,None,284,2
uuid:335d7fff-3bad-42fd-a1c6-9d7b75fdc0f6,20,1450,1400,2,None,285,1
uuid:74344c9d-2f6a-4692-9554-5a7720489720,20,1500,1450,2,None,286,2.5
uuid:aba3c151-f1d7-4a35-aa7f-0262f8d74caf,20,1350,1400,2,None,287,1.5
uuid:b6674942-5af4-472f-b369-32865ec78459,50,1400,1000,2,VarietyReplacement,288,4
uuid:8c9c9770-9a21-4518-9ac6-2c22e30f1894,50,1250,1300,1,VarietyReplacement,289,5
uuid:93e2cabf-464f-4da3-8c92-40883f42438b,20,1300,1000,2,VarietyReplacement,290,2
uuid:08d8b942-f7ad-4449-9ec9-d15a961b7a00,20,1300,1000,1,VarietyReplacement,291,6
uuid:c5c6ebdd-c1c5-49fa-ac93-c5b7800797da,30,1300,1100,3,None,292,10
uuid:f4b11621-59a9-4474-b0e1-16908d632c7b,20,1400,1000,2,VarietyReplacement,293,7
uuid:ed91dde4-1204-40fa-a050-e17be195a9f2,40,1400,1000,1,VarietyReplacement,294,5
uuid:550b7fc2-0b4b-4f1f-b352-7dd6e16b5e73,80,1500,1300,16,VarietyReplacement,295,3
uuid:9b9bc063-6e5c-442e-bbfe-729460347840,80,1525,1100,12,OtherNone,296,3
uuid:f7c93e0f-0891-457e-8c1f-dc282eb7e3ae,60,1500,1000,13,IrrigationManagement,297,17
uuid:e1ce2350-907f-4046-9e89-b31ebb1dd2ed,70,1425,1000,13,NutrientManagement,298,10
uuid:b17e6697-3ffc-4b13-82e7-f64a2fdbaf81,30,1450,1200,13,None,299,4
uuid:8a95b931-bc3d-4a3a-a8f8-0c778a610dc3,30,1450,1100,13,NutrientManagement IrrigationManagement,300,4
uuid:2beb0456-53d2-48a2-9424-98b97136c923,0,1400,1100,13,None,301,2
uuid:94c3f280-e399-464b-b91e-8fccd4553004,0,1400,1100,13,None,302,1
uuid:96bd9536-af10-42c1-9e5b-3238bb6b26a3,20,1400,1100,13,None,303,1.5
uuid:50a401a9-71ec-459c-90cb-efaca1055502,70,1500,1100,13,None,304,4
uuid:839da907-eff0-4632-a56f-e8f2d5dcb60f,40,1500,0,12,VarietyReplacement,305,4
uuid:43976784-2145-4ffc-8aaa-133dd78b2234,0,1600,1550,0,None,306,5
uuid:30f3fde9-6297-4257-9d3b-0c6950f246ca,20,1500,1550,0,None,307,15
uuid:a919159d-43e8-49e2-ac8d-79d5de4002a7,10,1700,1550,0,None,308,5
uuid:de31d0c2-beb9-424c-a639-df1662af3b69,60,1700,1550,0,None,309,25
uuid:412fc570-fd86-4283-9c37-69c27ee84248,0,1550,1350,5,None,310,3.5
uuid:e4ce0683-2a96-4295-b343-88a55bbb3e28,0,1550,1400,0,None,311,6
uuid:f6f684c5-bfc6-4052-8cfe-0f4b7cf80556,50,1600,1450,3,None,312,8
uuid:bec93788-eb76-41c7-8dec-65ff7b8f15b6,60,1600,1450,3,None,313,14
uuid:201ffd40-b26d-4390-89cb-3afe5c5aa9d1,50,1600,1450,3,None,314,7.5
uuid:54d90b3a-380a-4059-b84a-285f0e496719,50,1600,1450,3,None,315,16
uuid:7df73a32-7142-4a69-87a1-b3530e0eae6e,50,1600,1450,3,None,316,9
uuid:72b1060e-216d-4d62-a2e4-df70730288f7,50,1600,1450,3,None,317,5
uuid:b5ccf29a-d626-4925-a1f0-97bb5ea7483c,30,1700,1450,3,None,318,3
uuid:2c957c31-6d1a-4348-9671-0b96d139b1e5,40,1550,1450,3,None,319,10
uuid:2d47a757-fe9c-40ad-80ba-610b08903248,20,1550,1450,4,None,320,10
uuid:ba4e3e17-fe52-4e7c-af51-3c47dcb2f387,10,1550,1450,3,None,321,5
uuid:002239ad-0edd-406e-99f7-0bee42628546,30,1500,1450,4,None,322,8.5
uuid:573c7d94-c335-47b7-b147-31debd6c7653,40,1550,1450,4,None,323,4
uuid:7faf141b-b717-432c-be95-c80c12e4ffa5,0,1600,1450,0,None,324,4.5
uuid:9703199f-6de1-48fb-80f3-5d6c645a0198,40,1550,1450,4,None,325,7
uuid:d2e7d92b-d5c2-4ef2-a6ea-f73a8e41e46f,60,1650,1450,2,None,326,3.75
uuid:1255a774-4383-4b31-a5fa-ae310d5979c5,0,1550,1450,2,None,327,3.5
uuid:aab451ea-8685-4870-abe7-9ece81a4984a,50,1600,1450,0,None,328,6
uuid:71efa05f-17c5-4dc5-84c6-584ba3e8d96b,5,1660,1450,2,None,329,12.5
uuid:c9921248-8132-47b4-97a2-d2245d52f457,80,1600,1550,0,None,330,3
uuid:8b0d6a3d-329e-4bf5-ab09-c44bfaf8aec7,20,1600,1550,0,None,331,10
uuid:715ac0da-2aa1-4e63-a12c-d1adf5a5de92,20,1530,1300,8,VarietyReplacement,332,6.4
uuid:e9a93c92-2861-4ab9-98d5-8f17a1470acd,20,1530,1300,8,VarietyReplacement,333,6.4
uuid:608ce63d-26ba-45c6-a442-76903bb5391b,30,1150,1350,5,NutrientManagement,334,6.4
uuid:224d9ce9-3101-4919-9e77-7605f74b78bf,20,1530,1310,8,None,335,6.4
uuid:492c923e-7129-4017-8cef-f087bd290253,10,1550,1330,5,None,336,6.4
uuid:17724b7d-cb4d-46ae-ba2f-42077865c3ef,20,1500,1320,5,None,337,6.4
uuid:1b2f2cf9-ca02-4565-986a-e06b496e62fb,0,0,0,5,NutrientManagement CropEstablishment IrrigationManagement,338,7
uuid:f87a82f9-05e5-43f5-8bbd-ec89a0109e4a,0,0,0,8,NutrientManagement IrrigationManagement,339,3
uuid:56890c33-2126-4079-92b6-e9e6d31b403a,0,0,0,8,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,340,7
uuid:b2e81171-86c1-4e0b-9cc2-558d12575b98,0,0,0,8,NutrientManagement VarietyReplacement,341,3
uuid:8a29bc0f-62ce-4545-a7ed-b8aec3123fa4,0,0,0,8,NutrientManagement CropEstablishment,342,3
uuid:0e950a12-96ef-4536-bba8-2d47a49935c6,0,0,0,8,NutrientManagement VarietyReplacement IrrigationManagement WeedManagement,343,4
uuid:f5957f34-2420-4fb0-a4e2-c2fb6dcaeb1d,0,0,0,8,NutrientManagement IrrigationManagement,344,4
uuid:778e4718-3fbf-4797-870a-8ef7e633a6da,10,0,1200,7,None,345,13
uuid:e29e26b9-ecbf-4d23-9987-c281d1311fef,10,0,0,7,None,346,5
uuid:1282790d-4aa6-428d-ac57-4e7d85fb846d,0,1400,1000,6,VarietyReplacement,347,10
uuid:a26c96a6-35a2-4a52-99b7-debd4104023d,30,1500,1000,6,VarietyReplacement,348,15
uuid:dfb9e713-3fc9-430c-88ba-7ee90ac12e0a,10,0,1000,8,VarietyReplacement,349,2
uuid:d110fb5c-c12e-4af8-badf-ab3f09c56d31,0,1200,1150,1,None,350,3
uuid:45fc89fc-ecd2-4bc7-a51b-2484765b7063,20,1000,0,3,None,351,4
uuid:6604c20e-f0c5-47e7-8259-5542e9676423,10,1000,900,3,None,352,4.5
uuid:6cf25792-b25a-4584-94e6-a550a22e641c,40,1200,1200,3,CropEstablishment,353,12
uuid:661e897b-969b-4a92-88ef-3fe921c612a3,20,1200,1100,3,VarietyReplacement,354,3
uuid:8451749a-0cc2-47f5-bce9-b35bad288e6e,5,1200,1000,5,None,355,7.5
uuid:f6cf6b1c-6dbc-44f9-bfe8-a5dff65805ee,0,1200,1200,3,NutrientManagement,356,14
uuid:08cbd338-e2e8-4776-bbb4-d2998679f3ef,5,1200,1000,12,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,357,5
uuid:7714e000-e85c-4ab5-8477-45b7d2bcb12f,50,1200,1000,12,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,358,6
uuid:9fa68f90-9b18-4a38-a8d7-6541e974785c,40,1400,1050,6,None,359,6
uuid:95c8e243-7958-4670-876a-1c8c3a624dff,20,1050,1120,5,NutrientManagement VarietyReplacement,360,3.5
uuid:e8867db7-7c39-4a5c-8d54-84e3259d7cc1,10,1140,1050,5,NutrientManagement VarietyReplacement,361,4
uuid:eed5545f-0634-47bb-b52d-d01d27fc0b2b,10,1050,950,7,VarietyReplacement,362,4
uuid:f5ec1f37-5cba-48af-94dd-df5385993d76,40,1175,1050,7,VarietyReplacement,363,6
uuid:04aebdb7-d97a-49ad-812b-8f52d9dc66ae,5,1075,1000,7,NutrientManagement,364,10
uuid:38d12f8b-98f2-4e87-86fb-9bf03df00288,10,1100,1020,7,VarietyReplacement,365,3
uuid:048c2ac7-7d38-44de-b3c5-4210176ae3f0,10,1200,1150,2,None,366,5
uuid:8e577a96-2251-4026-9046-c6d6f8963d38,10,1250,1000,2,None,367,2
uuid:9642a532-dae1-4aab-bfab-f0c5370644ce,70,1200,1150,1,None,368,9
uuid:feb74f4a-9f3c-46e5-bf95-029ba8a2f33f,40,1200,1100,1,None,369,2.5
uuid:f80e97db-cef4-488e-8ec9-32aa45c6909c,5,1150,1100,1,None,370,0.75
uuid:eee25fa5-b96e-4a26-85b6-a342b1813f97,30,1200,1150,4,None,371,3.75
uuid:4de328e8-e32d-4bbe-80d2-2c6829584554,30,1300,1200,2,None,372,2.5
uuid:7238dfa3-33c6-4f89-8a12-2e5918e5d6c0,40,1300,1300,3,None,373,2.5
uuid:ff87be48-1498-4607-9f73-6afc0f270a21,20,1300,1200,3,None,374,1
uuid:571ef9b5-62b2-4369-bd18-1df1b5a4f23d,20,1300,1250,3,None,375,2
uuid:957e7203-5048-47e0-b896-4e307e190b34,10,1300,1250,4,None,376,1.5
uuid:8ddb1592-0433-4756-800b-3d4c358930b1,20,1300,1200,3,VarietyReplacement,377,1.5
uuid:3c753892-fca4-4a75-8b5e-107240519bba,10,1300,1250,4,None,378,1
uuid:f916d2ef-7879-4ebb-a2f3-8daf42402677,40,1350,1250,3,None,379,2
uuid:ded3d420-ea4b-433d-90f3-1ce60822514a,10,1300,1250,4,VarietyReplacement,380,1.2
uuid:b59640d1-9cc5-4efb-87ea-f8c83ec04276,20,1300,1250,4,None,381,1
uuid:fed7fb1f-1855-453b-9629-cd2f70517e6d,20,1350,1250,4,None,382,1
uuid:56b6c1d4-e4e0-4429-9d3a-595345513cd0,30,1400,1000,5,VarietyReplacement,383,1.5
uuid:decb355c-c714-4f71-b736-1d2b8229d110,20,1450,1100,3,VarietyReplacement,384,2
uuid:e9459ced-0d9e-449b-98e6-ed227e5fcee2,30,1350,1100,5,VarietyReplacement,385,5
uuid:c736d1dc-8e31-429d-a1c8-819e317f3517,40,1400,1000,5,VarietyReplacement WeedManagement,386,5
uuid:824527a6-6b0c-4adc-aa37-89440865f382,30,1300,1000,5,VarietyReplacement,387,9
uuid:36d6ae95-fdea-4a03-827d-fa93fca17e9b,30,1300,1000,5,VarietyReplacement,388,7.5
uuid:dc12d00e-0238-450b-bfd5-bec38f301e0c,30,1400,1000,3,VarietyReplacement,389,1
uuid:e7816864-93ab-4242-8ccc-457198562b22,80,1300,1200,1.5,VarietyReplacement,390,6
uuid:d7650ee5-02e6-42fe-9a72-8ef191f3f33b,70,1500,1100,1.5,IrrigationManagement,391,2
uuid:cc861f3e-52a0-4a6a-9c56-3b5435fb0109,80,1400,1000,1.5,IrrigationManagement,392,12
uuid:e5d458ab-bd2c-45fb-9b1e-3071168adf9a,40,1400,1300,2,None,393,3.5
uuid:2f1b20b3-6dc7-42f0-a03e-fe296859fec0,20,1400,1100,1.8,IrrigationManagement,394,2
uuid:1beaff05-8d60-491d-8298-0f38a8efd9d9,70,1500,1350,2,None,395,1
uuid:6a866d5f-03f4-4957-942b-5b29fc5b89f6,0,1400,1100,13,None,396,2
uuid:786ce1c4-029f-4244-ae85-93c7cc790585,30,1400,1000,13,None,397,2
uuid:dfbe1205-cc85-4143-9731-d6eea630f971,40,1400,1000,13,IrrigationManagement WeedManagement,398,2
uuid:64d4e6ff-c54d-4831-9aaa-6557e59d003a,10,1400,1100,13,None,399,3
uuid:7c7ad599-48a4-4820-b7f2-5149e0ac24ab,30,1450,1100,13,None,400,6
uuid:b4f9dd8a-a96a-46c7-ae6d-93154582c157,60,1500,1100,1.5,IrrigationManagement,401,4
uuid:00b69439-2fe1-46f8-bb89-279a582fe655,0,1550,1450,0,None,402,1.2
uuid:27933de6-c480-4547-ba4d-156c89eead38,0,1500,1450,3,None,403,10
uuid:28192ee0-d9fb-41a1-802d-0314412656ec,10,1550,1310,5,None,404,6.4
uuid:5fa1a01f-7127-4e20-9295-2ae75dcb56ff,10,1500,1310,5,None,405,6.4
uuid:95ed8e3c-19a7-4e71-ae2b-5bb490ce0a1b,20,1470,1250,5,None,406,5
uuid:6026ca50-5e63-4b08-968b-ca35805d3bab,0,0,0,5,NutrientManagement IrrigationManagement,407,3.5
uuid:41b69cf0-55c7-4d8d-9cf1-555fa234610d,0,0,0,6,NutrientManagement VarietyReplacement,408,7.5
uuid:95e90d87-f24e-463d-beec-cb201c5dce99,0,0,0,6,NutrientManagement IrrigationManagement,409,3
uuid:4efa906f-9118-4b69-abf1-e0b6984ef416,60,1300,1200,5,NutrientManagement IrrigationManagement,410,20
uuid:a5c9ee48-9f7a-4ba2-b4f9-2a20effc6ffc,5,1300,1200,5,NutrientManagement IrrigationManagement WeedManagement,411,5
uuid:4e2161c4-4b33-4999-a865-29feb968d528,5,1300,1200,5,VarietyReplacement IrrigationManagement,412,8
uuid:9b30473a-cde6-4fa7-b8a9-81b81eb65e3e,0,0,0,0,NutrientManagement VarietyReplacement IrrigationManagement,413,20
uuid:a6a6def8-a3aa-4b08-980a-a4f692acff53,0,0,0,5,NutrientManagement WeedManagement,414,7
uuid:de10b77d-6494-49ce-a644-8b102b863aab,5,1000,800,3,None,415,5
uuid:d6e01eff-5d0c-4c3f-9864-a6b4fe7d1331,10,1250,1100,3,None,416,8
uuid:9ec0cfae-858a-4c3e-a453-2465c44383ed,0,0,0,2,None,417,6.5
uuid:c6b2a1af-1f66-4858-b022-159e645055ee,0,1100,1100,1,None,418,9
uuid:78ca352a-eb7b-4037-9dd4-709f9a7f28ab,30,1450,1000,4,VarietyReplacement,419,12
uuid:879cf2aa-317d-435b-9093-fb5b3a7e6f2f,0,1400,1100,6,VarietyReplacement,420,4
uuid:c758abdf-b87c-4012-989a-999cdc543346,30,1300,1000,7,VarietyReplacement,421,20
uuid:8756ae63-82ae-44e1-b4e5-d893890d425e,10,950,950,1,NutrientManagement,422,7
uuid:cf626416-3c7f-4a2f-bd85-47f5b1020331,5,850,850,1,NutrientManagement,423,7
uuid:9638a96d-81e3-47cb-8542-31750b5d7b03,5,850,850,1,NutrientManagement,424,2
uuid:ec6e792c-d137-459d-8c9b-abfdd0a0b65d,30,1450,1200,4,VarietyReplacement,425,20
uuid:d2a5ba3b-3eaa-4078-8838-32735abfeb5a,5,1200,1000,5,None,426,22
uuid:6789f184-6625-4076-bebe-0e4a951bccdd,10,1250,1000,5,CropEstablishment,427,28
uuid:398b2eb6-5177-47de-ad2f-dcefc946bbfe,0,1300,1100,5,None,428,4
uuid:f7db696f-ad34-4c6a-bce8-75880f00f8a1,0,1200,1000,5,None,429,5
uuid:9bc32f08-64d8-4128-97bc-6a196b79d14c,5,1200,1000,5,None,430,22
uuid:3bb688f0-30c1-4896-a584-089c507bee43,5,900,850,5,None,431,5
uuid:882e702f-2bb5-4b75-bb3a-a24c0514de1e,0,1100,1000,5,None,432,2.5
uuid:fd83b2f9-7c1e-4960-a396-97cce3aabad8,20,1400,1200,3,NutrientManagement CropEstablishment VarietyReplacement,433,5
uuid:1c18c616-5959-4e25-8443-832ae66d605c,20,1400,1500,3,NutrientManagement CropEstablishment VarietyReplacement,434,8
uuid:2772355d-1bd0-47b7-8312-98a2765ffce9,0,1400,1200,3,NutrientManagement CropEstablishment VarietyReplacement,435,4
uuid:84847c5f-7222-42f6-9685-3eac7d58073f,20,1400,1200,3,NutrientManagement CropEstablishment VarietyReplacement,436,5
uuid:bce084f8-d143-4475-ae1b-7ccdfa8e1a74,30,1400,1400,3,NutrientManagement CropEstablishment VarietyReplacement,437,4
uuid:28a1e9b9-2ac4-4fa5-95d8-3a1aeb33fc60,10,1400,1200,3,NutrientManagement CropEstablishment VarietyReplacement,438,5
uuid:a94c32fd-db30-4ff8-aa7b-a8dcb5b1afeb,20,1200,1100,3,NutrientManagement CropEstablishment VarietyReplacement,439,5
uuid:129bf3c7-9af8-4d42-a409-d1b295f0df8a,60,1200,1000,6,NutrientManagement,440,3
uuid:d29423ee-404c-4d73-8fd4-b239e4b6b668,60,1200,1000,6,None,441,6
uuid:5a76749c-773f-4ed3-9ac5-8748d14ce286,5,1100,1030,6,VarietyReplacement WeedManagement,442,6
uuid:007d1f44-a290-436e-ad96-5edd52b36db2,10,1150,1050,6,VarietyReplacement,443,9
uuid:82aeb935-6aba-41ee-a987-468286d1b256,5,1100,1025,6,VarietyReplacement,444,3
uuid:5b709f78-39d3-4d21-8759-0c7c6b72f125,50,1150,1050,6,VarietyReplacement,445,6
uuid:ac65ecb4-7af2-4156-942b-039684c2fd1e,10,1000,900,4,VarietyReplacement,446,8
uuid:24b75424-b895-4db3-a823-55094db7b66e,0,1100,1200,7,VarietyReplacement,447,3.5
uuid:37a7d124-fda1-48f4-861b-66fd5159a17d,5,1200,1100,11,None,448,20
uuid:a60ca55a-8445-44d4-9630-9014180acecc,20,1200,1100,13,None,449,5
uuid:8ade8dad-e384-4f52-a62d-81a23d75f0dd,30,1300,1250,3,None,450,1.6
uuid:ce8d6b98-53e4-4c78-8cdb-72d1487e8b9a,30,1350,1250,3,None,451,1.5
uuid:95eeb4a5-a477-4b23-8c03-167b3f340d48,20,1300,1250,3,None,452,1.2
uuid:803bb99e-8009-4c37-aae3-2c5188d45b74,30,1400,1000,18,VarietyReplacement,453,10
uuid:01cee6e1-a5b7-44fd-8cf4-dd5728861286,30,1400,1000,20,VarietyReplacement,454,2
uuid:96360ad6-4936-4baf-913f-56f94c390bc1,30,1400,1000,20,VarietyReplacement,455,3
uuid:650ddb1d-8638-4cee-9c71-f1aab10df67d,30,1400,1000,18,VarietyReplacement,456,2
uuid:fb67c7e3-d0c1-4ac0-b74e-418ca2c61c22,30,1400,1000,18,VarietyReplacement,457,2.5
uuid:5a0c163c-4765-4f10-b200-84fc415d2f8c,30,1400,1000,20,VarietyReplacement,458,4
uuid:8fd8e59d-fad8-4147-99e0-17a38e326791,20,1350,1000,5,VarietyReplacement,459,5
uuid:fc5f3617-a9b9-4b80-96ac-5f8bd11e7583,60,1500,1200,2,VarietyReplacement,460,1.5
uuid:b66bed5a-6ee4-4cab-b374-b68ad62cf204,60,1450,1100,2,VarietyReplacement IrrigationManagement WeedManagement,461,1
uuid:563b1570-7ec0-4396-a74c-c53a6fdf86d0,60,1500,1200,2,VarietyReplacement WeedManagement,462,1
uuid:5f2e296a-4b9a-45f1-b9c5-f5d63cba0102,70,1300,1100,2,None,463,1.5
uuid:2eab4b9b-1343-49f7-a0da-5766f67aeb42,0,1400,1100,13,None,464,1.5
uuid:7ea64a84-4298-4a96-a582-413b069415d4,0,1400,1100,13,VarietyReplacement,465,4
uuid:b34d89d5-97b7-4192-b919-a8348b57cf5c,60,1400,1200,13,VarietyReplacement,466,3
uuid:9b2d4805-6719-4b8c-b2bd-2981bb8302aa,50,1500,1000,2,IrrigationManagement WeedManagement,467,1.5
uuid:852efaac-2dcd-4cff-aa8a-748a39cb69d9,60,1200,1000,2,None,468,2
uuid:a70a4557-02ee-4fc1-8729-fcc0adf90781,70,1450,1100,13,NutrientManagement,469,8
uuid:0679d6ef-2228-4bef-8a79-094fbb602841,80,1375,1200,2,VarietyReplacement,470,3
uuid:59f94d58-0de4-49a0-aa25-dc7c7b7b3559,80,1650,1500,0,None,471,15
uuid:7cd84c83-1570-4156-a1dd-151c3ce0789f,0,1650,1450,0,None,472,4
uuid:60346a9c-93f8-4972-a0c5-5b053a943459,40,1550,1600,3,None,473,5
uuid:e2029901-cfd8-4c9c-8080-36682fe88fd6,30,1800,1350,0,None,474,10
uuid:51f13d66-f491-4212-8ab9-a997387fb131,50,1600,1550,0,None,475,4
uuid:49d7ef47-f64b-42e8-9986-5e0c0650b770,10,1600,1450,0,None,476,3.5
uuid:8cb0c68e-92de-4029-9c43-c091ce56ff4e,10,1600,1450,0,None,477,4.2
uuid:6f8f9c8e-6b4c-4120-a6d3-c915e5b3c46a,50,1600,1450,0,None,478,1.5
uuid:703ccb9b-6a76-4b60-9f36-75421d604c5c,40,1600,1550,0,None,479,5.5
uuid:6101cd6b-b01c-412d-8aca-d5066da2a80f,20,1600,1550,0,None,480,8
uuid:0cdcd7f4-b835-4bf5-b54c-08cac150999a,30,1600,1550,0,None,481,3.2
uuid:40c57c34-f632-437a-bd05-385d75c5a5d5,20,1550,1490,5,None,482,2.2
uuid:54379f60-e3cd-41e8-b611-4bf64a0c645c,0,1700,1650,2,None,483,0.2
uuid:82463fd6-39c9-403d-9062-242c6fc9c938,20,1250,1050,2,VarietyReplacement,484,3
uuid:6309deba-4bcb-482c-b9d0-78d2c5370b0f,60,1300,1200,2,None,485,3.5
uuid:fa6ad440-c600-476f-aeb6-4bc3ce3f41f3,70,1400,1200,2,IrrigationManagement,486,3
uuid:ef34e196-e7ff-456a-b5a9-a6477aec50f0,60,1450,1100,1,IrrigationManagement WeedManagement,487,9
uuid:4466ac09-6528-4948-b1ce-42e7a22c8825,50,1300,1200,1.5,None,488,2.5
uuid:ff2f010b-b7ec-4089-87af-803d99383cac,70,1400,1200,1,IrrigationManagement WeedManagement,489,10
uuid:af94a9cd-30c1-4c4d-8841-572b795c4311,60,1500,1200,1,NutrientManagement,490,3
uuid:4f34530f-6bc7-497e-b1d1-53f3cbed5f18,20,1450,1200,1,None,491,2
uuid:347e635d-82b9-4102-a639-23647566c406,60,1400,1300,2,WeedManagement,492,2.5
uuid:a9d3e437-538c-46bb-891b-b08c2f9ab7b4,60,1350,1300,3,NutrientManagement VarietyReplacement IrrigationManagement WeedManagement,493,3
uuid:aa86bd90-e27f-4906-85d3-f2c3cc5c95dc,20,1500,1100,2,WeedManagement,494,2.5
uuid:3c67e7c0-a0a2-47ed-94df-17cc85c03cc9,40,1400,1100,2,WeedManagement,495,2.5
uuid:619282c1-f595-4215-9009-e5cedeb9540b,0,1650,1600,0,None,496,1.6
uuid:43173eaa-5fb7-4f2d-a403-11089b986811,40,1250,1350,0,None,497,1
uuid:44c17c55-316b-4dcf-889b-0202e22eacdb,50,1600,1480,0,None,498,0.8
uuid:065f305c-7372-4c72-96c8-63a21e30cde1,5,1250,1200,7,None,499,2.5
uuid:2eea4603-e179-452e-881c-153852323c5a,60,1700,1650,0,None,500,2
uuid:b7528fe7-e740-423f-bfe4-2dbbb2e6ea74,0,1700,1650,0,None,501,2
uuid:c73c274a-8c26-469e-a3b8-3f592d838d07,20,1460,1250,6,None,502,6.4
uuid:7e242774-4680-4bef-89a1-921f3b4b8377,10,1500,1300,3,None,503,4.8
uuid:5f8e13de-1e77-484d-9419-5d0bf6ec0d09,20,1480,1280,5,None,504,6.4
uuid:919193e0-786e-459f-a2b5-ed868801aef6,10,1450,1240,3,None,505,6.4
uuid:ae2adb6b-d07e-4b79-a43d-3831a2267052,0,1300,1100,5,None,506,4
uuid:a99d72ec-6a88-47ad-9e39-564cb4f70064,10,1200,1100,3,NutrientManagement CropEstablishment VarietyReplacement,507,11
uuid:1083be5e-e48e-4a24-a314-50dd04d6e292,10,1300,1100,5,IrrigationManagement,508,7.5
uuid:5af52a73-b767-43a2-9bd8-fab7304608e4,10,1200,1000,5,None,509,6
uuid:85202101-ac3d-4c7f-80cb-c12af37f10a2,5,1300,1100,5,None,510,7
uuid:9adc7797-3f92-415a-993d-3643189ab44e,5,1200,1000,3,None,511,15
uuid:6debacc2-f4b7-4f8a-b7d6-ced9719ea060,0,1300,1100,3,None,512,8
uuid:1a035284-7247-477c-a051-4b61fb3abee6,10,1100,1050,4,None,513,8
uuid:7e0bfc0e-6e1c-4e67-9209-39bdb620ec62,5,1000,1050,4,None,514,12
uuid:2f7b07c5-7ca9-41d4-a505-45116b960ed2,10,1075,950,4,None,515,7
uuid:ce5c1588-132c-4483-ba3f-ee74b5d7eb8d,70,1200,900,10,IrrigationManagement,516,24
uuid:1cfe497a-15b6-4fc8-8ef4-cc45cf21be28,70,1400,1200,10,NutrientManagement IrrigationManagement WeedManagement,517,15
uuid:aad0866f-7029-45ad-bd9f-3ae1150bb794,40,1500,1100,10,NutrientManagement IrrigationManagement,518,2.5
uuid:69d024e1-5cca-4cee-b5c1-8070005c8d31,60,1500,1100,7,None,519,2.5
uuid:e5372887-31e1-4b26-a94e-975a658bd44b,0,1400,1000,7,None,520,2
uuid:e1ffeb0c-62df-4f01-b2fe-eb6608dc42d3,50,1300,1200,25,None,521,1.5
uuid:e250fd84-7ce0-4113-9541-9a7b7caeed92,60,1500,1150,7,NutrientManagement,522,3
uuid:eb8ea14a-4ad1-45b4-9ea0-80067afe83e9,0,1200,1300,3,None,523,2.5
uuid:9aa1f314-8322-483c-b342-19e34d445f96,0,1200,1200,6,VarietyReplacement,524,5
uuid:f4cec596-64a9-458e-94cc-6869269cc64e,50,1400,1200,3,WeedManagement,525,3
uuid:a8d053e8-87fa-4d98-8ded-a4136a30d11c,0,1500,1450,0,None,526,2.7
uuid:8d030e65-6956-487e-acfe-0b388e159f52,0,1500,1450,0,None,527,7
uuid:952f0421-a2f9-4801-8341-1b674a9ca8ed,60,1650,1450,0,None,528,4
uuid:912e4f1b-c2c7-4662-83b4-2709bc5a2297,0,1650,1450,0,None,529,9
uuid:364ea6d7-edd2-4380-bc55-7f77f03e47f1,0,1650,1450,0,None,530,9
